plot_id,date,visit_year,species_name,canopy,health,total_dbh,avg_height,avg_char
eglin i1,2018-06-12,2018,Pinus palustris,d,alive,49.3,20.4,NaN
eglin i1,2018-06-12,2018,Pinus palustris,i,alive,10.6,NaN,NaN
eglin i1,2018-06-12,2018,Pinus taeda,c,alive,67.4,17.05,NaN
eglin i1,2018-06-12,2018,Pinus taeda,d,alive,71.4,23.05,NaN
eglin i1,2018-06-12,2018,Pinus taeda,i,alive,14.8,NaN,NaN
eglin i1,2018-06-12,2018,Pinus taeda,u,alive,12.5,NaN,NaN
eglin i1,2018-06-12,2018,Quercus hemisphaerica,c,alive,39.7,NaN,NaN
eglin i1,2018-06-12,2018,Quercus hemisphaerica,u,alive,16.9,NaN,NaN
eglin i1,2018-06-12,2018,Quercus hemisphaerica,NA,alive,21.9,12.2,NaN
eglin i1,2018-06-12,2018,Quercus nigra,i,alive,106.89999999999999,12.4,NaN
eglin i1,2018-06-12,2018,Quercus nigra,u,alive,87.2,16.2,NaN
eglin i1,2018-06-12,2018,Quercus nigra,u,dead,6.9,NaN,NaN
eglin j1,2018-06-13,2018,Crataegus spp.,u,alive,18,3.1,0.44
eglin j1,2018-06-13,2018,Pinus palustris,d,alive,144,17.233333333333334,0.2833333333333333
eglin j1,2018-06-13,2018,Quercus geminata,c,alive,100.5,12.966666666666667,0
eglin j1,2018-06-13,2018,Quercus geminata,i,alive,22.5,NaN,NaN
eglin j1,2018-06-13,2018,Quercus hemisphaerica,c,alive,50.2,7.6,0.3
eglin j1,2018-06-13,2018,Quercus hemisphaerica,i,alive,86.1,11,0.85
eglin j1,2018-06-13,2018,Quercus hemisphaerica,u,alive,135.4,6.1,0.53
eglin j1,2018-06-13,2018,Quercus hemisphaerica,u,dead,3.6,NaN,NaN
eglin j1,2018-06-13,2018,Quercus laevis,i,alive,12.1,NaN,NaN
eglin j1,2018-06-13,2018,Quercus laevis,u,alive,33.2,NaN,NaN
eglin p1,2017-08-18,2017,Crataegus spp.,u,alive,23.900000000000002,NaN,NaN
eglin p1,2017-08-18,2017,Diospyros virginiana,u,alive,4.1,NaN,NaN
eglin p1,2017-08-18,2017,Pinus clausa,c,alive,10.3,NaN,NaN
eglin p1,2017-08-18,2017,Pinus clausa,d,alive,22.1,10.3,NaN
eglin p1,2017-08-18,2017,Pinus palustris,c,alive,107.8,7.866666666666667,NaN
eglin p1,2017-08-18,2017,Pinus palustris,d,alive,13.4,10.2,NaN
eglin p1,2017-08-18,2017,Pinus palustris,i,alive,88.4,8.3,NaN
eglin p1,2017-08-18,2017,Pinus palustris,u,alive,46.6,5.5,NaN
eglin p1,2017-08-18,2017,Pinus palustris,u,dead,8.7,NaN,NaN
eglin p1,2017-08-18,2017,Quercus laevis,i,alive,14.2,5.3,NaN
eglin p1,2017-08-18,2017,Quercus laevis,u,alive,68.6,4.5,NaN
