date,time,tempC,location,probe_type,id
2017-07-06,12:01:24,119.96,0cm,old,flame1
2017-07-06,12:01:25,193.38,0cm,old,flame1
2017-07-06,12:01:26,322.3,0cm,old,flame1
2017-07-06,12:01:27,431.85,0cm,old,flame1
2017-07-06,12:01:28,401.11,0cm,old,flame1
2017-07-06,12:01:29,584.69,0cm,old,flame1
2017-07-06,12:01:30,760.39,0cm,old,flame1
2017-07-06,12:01:31,735.86,0cm,old,flame1
2017-07-06,12:01:32,587.88,0cm,old,flame1
2017-07-06,12:01:33,527.75,0cm,old,flame1
2017-07-06,12:01:34,524.88,0cm,old,flame1
2017-07-06,12:01:35,639.61,0cm,old,flame1
2017-07-06,12:01:36,682.03,0cm,old,flame1
2017-07-06,12:01:37,595.21,0cm,old,flame1
2017-07-06,12:01:38,643.45,0cm,old,flame1
2017-07-06,12:01:39,612.43,0cm,old,flame1
2017-07-06,12:01:40,555.1,0cm,old,flame1
2017-07-06,12:01:41,546.52,0cm,old,flame1
2017-07-06,12:01:42,529.66,0cm,old,flame1
2017-07-06,12:01:43,524.56,0cm,old,flame1
2017-07-06,12:01:44,451.64,0cm,old,flame1
2017-07-06,12:01:45,388.26,0cm,old,flame1
2017-07-06,12:01:46,340.79,0cm,old,flame1
2017-07-06,12:01:47,293.26,0cm,old,flame1
2017-07-06,12:01:48,301.76,0cm,old,flame1
2017-07-06,12:01:49,282.42,0cm,old,flame1
2017-07-06,12:01:50,241.29,0cm,old,flame1
2017-07-06,12:01:51,209.64,0cm,old,flame1
2017-07-06,12:01:52,184.9,0cm,old,flame1
2017-07-06,12:01:53,171.33,0cm,old,flame1
2017-07-06,12:01:54,177.78,0cm,old,flame1
2017-07-06,12:01:55,170.32,0cm,old,flame1
2017-07-06,12:01:56,156.79,0cm,old,flame1
2017-07-06,12:01:57,168.28,0cm,old,flame1
2017-07-06,12:01:58,168.96,0cm,old,flame1
2017-07-06,12:01:59,156.79,0cm,old,flame1
2017-07-06,12:02:00,139.29,0cm,old,flame1
2017-07-06,12:02:01,129.6,0cm,old,flame1
2017-07-06,12:02:02,127.27,0cm,old,flame1
2017-07-06,12:02:03,108.07,0cm,old,flame1
2017-07-06,12:02:04,91.67,0cm,old,flame1
2017-07-06,12:02:05,92.98,0cm,old,flame1
2017-07-06,12:02:06,99.2,0cm,old,flame1
2017-07-06,12:02:07,96.58,0cm,old,flame1
2017-07-06,12:02:08,94.29,0cm,old,flame1
2017-07-06,12:02:09,89.71,0cm,old,flame1
2017-07-06,12:02:10,85.8,0cm,old,flame1
2017-07-06,12:02:11,89.39,0cm,old,flame1
2017-07-06,12:02:12,90.69,0cm,old,flame1
2017-07-06,12:02:13,104.45,0cm,old,flame1
2017-07-06,12:02:14,113.34,0cm,old,flame1
2017-07-06,12:02:15,119.63,0cm,old,flame1
2017-07-06,12:02:16,120.29,0cm,old,flame1
2017-07-06,12:02:17,106.09,0cm,old,flame1
2017-07-06,12:02:18,103.79,0cm,old,flame1
2017-07-06,12:02:19,108.4,0cm,old,flame1
2017-07-06,12:02:20,103.46,0cm,old,flame1
2017-07-06,12:00:40,38.66,25cm,old,flame1
2017-07-06,12:00:41,36.67,25cm,old,flame1
2017-07-06,12:00:42,35.68,25cm,old,flame1
2017-07-06,12:00:43,35.01,25cm,old,flame1
2017-07-06,12:00:44,35.34,25cm,old,flame1
2017-07-06,12:00:45,37.34,25cm,old,flame1
2017-07-06,12:00:46,44.62,25cm,old,flame1
2017-07-06,12:00:47,44.29,25cm,old,flame1
2017-07-06,12:00:48,46.26,25cm,old,flame1
2017-07-06,12:00:49,49.23,25cm,old,flame1
2017-07-06,12:00:50,49.23,25cm,old,flame1
2017-07-06,12:00:51,48.9,25cm,old,flame1
2017-07-06,12:00:52,50.54,25cm,old,flame1
2017-07-06,12:00:53,49.88,25cm,old,flame1
2017-07-06,12:00:54,50.87,25cm,old,flame1
2017-07-06,12:00:55,55.13,25cm,old,flame1
2017-07-06,12:00:56,51.53,25cm,old,flame1
2017-07-06,12:00:57,51.2,25cm,old,flame1
2017-07-06,12:00:58,48.9,25cm,old,flame1
2017-07-06,12:00:59,45.61,25cm,old,flame1
2017-07-06,12:01:00,43.96,25cm,old,flame1
2017-07-06,12:01:01,41.97,25cm,old,flame1
2017-07-06,12:01:02,40.98,25cm,old,flame1
2017-07-06,12:01:03,39.99,25cm,old,flame1
2017-07-06,12:01:04,38.66,25cm,old,flame1
2017-07-06,12:01:05,38.33,25cm,old,flame1
2017-07-06,12:01:06,37.67,25cm,old,flame1
2017-07-06,12:01:07,38.33,25cm,old,flame1
2017-07-06,12:01:08,39.33,25cm,old,flame1
2017-07-06,12:01:09,39.33,25cm,old,flame1
2017-07-06,12:01:10,56.44,25cm,old,flame1
2017-07-06,12:01:11,59.06,25cm,old,flame1
2017-07-06,12:01:12,62.33,25cm,old,flame1
2017-07-06,12:01:13,60.37,25cm,old,flame1
2017-07-06,12:01:14,76.34,25cm,old,flame1
2017-07-06,12:01:15,130.6,25cm,old,flame1
2017-07-06,12:01:16,163.88,25cm,old,flame1
2017-07-06,12:01:17,162.87,25cm,old,flame1
2017-07-06,12:01:18,224.5,25cm,old,flame1
2017-07-06,12:01:19,291.95,25cm,old,flame1
2017-07-06,12:01:20,252.64,25cm,old,flame1
2017-07-06,12:01:21,377.63,25cm,old,flame1
2017-07-06,12:01:22,459.93,25cm,old,flame1
2017-07-06,12:01:23,473.32,25cm,old,flame1
2017-07-06,12:01:24,444.94,25cm,old,flame1
2017-07-06,12:01:25,354.06,25cm,old,flame1
2017-07-06,12:01:26,307.32,25cm,old,flame1
2017-07-06,12:01:27,296.2,25cm,old,flame1
2017-07-06,12:01:28,266.91,25cm,old,flame1
2017-07-06,12:01:29,241.29,25cm,old,flame1
2017-07-06,12:01:30,298.17,25cm,old,flame1
2017-07-06,12:01:31,404,25cm,old,flame1
2017-07-06,12:01:32,325.22,25cm,old,flame1
2017-07-06,12:01:33,286.37,25cm,old,flame1
2017-07-06,12:01:34,273.53,25cm,old,flame1
2017-07-06,12:01:35,334.96,25cm,old,flame1
2017-07-06,12:01:36,265.26,25cm,old,flame1
2017-07-06,12:01:37,222.14,25cm,old,flame1
2017-07-06,12:01:38,189.99,25cm,old,flame1
2017-07-06,12:01:39,163.88,25cm,old,flame1
2017-07-06,12:01:40,165.24,25cm,old,flame1
2017-07-06,12:01:41,150.72,25cm,old,flame1
2017-07-06,12:01:42,141.64,25cm,old,flame1
2017-07-06,12:01:43,130.93,25cm,old,flame1
2017-07-06,12:01:44,122.28,25cm,old,flame1
2017-07-06,12:01:45,115.66,25cm,old,flame1
2017-07-06,12:01:46,126.27,25cm,old,flame1
2017-07-06,12:01:47,125.94,25cm,old,flame1
2017-07-06,12:01:48,120.29,25cm,old,flame1
2017-07-06,12:01:49,150.04,25cm,old,flame1
2017-07-06,12:01:50,144.66,25cm,old,flame1
2017-07-06,12:01:51,142.98,25cm,old,flame1
2017-07-06,12:01:52,131.27,25cm,old,flame1
2017-07-06,12:01:53,118.3,25cm,old,flame1
2017-07-06,12:01:54,101.49,25cm,old,flame1
2017-07-06,12:01:55,92.98,25cm,old,flame1
2017-07-06,12:01:56,87.75,25cm,old,flame1
2017-07-06,12:01:57,88.41,25cm,old,flame1
2017-07-06,12:01:58,84.49,25cm,old,flame1
2017-07-06,12:01:59,83.84,25cm,old,flame1
2017-07-06,12:02:00,89.39,25cm,old,flame1
2017-07-06,12:02:01,96.25,25cm,old,flame1
2017-07-06,12:02:02,89.39,25cm,old,flame1
2017-07-06,12:02:03,96.25,25cm,old,flame1
2017-07-06,12:02:04,86.12,25cm,old,flame1
2017-07-06,12:02:05,89.39,25cm,old,flame1
2017-07-06,12:02:06,102.15,25cm,old,flame1
2017-07-06,12:02:07,92,25cm,old,flame1
2017-07-06,12:02:08,88.73,25cm,old,flame1
2017-07-06,12:02:09,82.21,25cm,old,flame1
2017-07-06,12:02:10,82.86,25cm,old,flame1
2017-07-06,12:02:11,72.76,25cm,old,flame1
2017-07-06,12:02:12,77.32,25cm,old,flame1
2017-07-06,12:02:13,68.2,25cm,old,flame1
2017-07-06,12:02:14,66.24,25cm,old,flame1
2017-07-06,12:02:15,66.24,25cm,old,flame1
2017-07-06,12:02:16,68.85,25cm,old,flame1
2017-07-06,12:02:17,64.94,25cm,old,flame1
2017-07-06,12:02:18,61.02,25cm,old,flame1
2017-07-06,12:02:19,59.06,25cm,old,flame1
2017-07-06,12:02:20,55.13,25cm,old,flame1
2017-07-06,12:00:40,36.34,50cm,old,flame1
2017-07-06,12:00:41,35.68,50cm,old,flame1
2017-07-06,12:00:42,35.68,50cm,old,flame1
2017-07-06,12:00:43,36.34,50cm,old,flame1
2017-07-06,12:00:44,43.96,50cm,old,flame1
2017-07-06,12:00:45,43.63,50cm,old,flame1
2017-07-06,12:00:46,52.84,50cm,old,flame1
2017-07-06,12:00:47,60.37,50cm,old,flame1
2017-07-06,12:00:48,64.28,50cm,old,flame1
2017-07-06,12:00:49,66.89,50cm,old,flame1
2017-07-06,12:00:50,92.98,50cm,old,flame1
2017-07-06,12:00:51,126.6,50cm,old,flame1
2017-07-06,12:00:52,163.55,50cm,old,flame1
2017-07-06,12:00:53,173.03,50cm,old,flame1
2017-07-06,12:00:54,239.95,50cm,old,flame1
2017-07-06,12:00:55,274.85,50cm,old,flame1
2017-07-06,12:00:56,221.47,50cm,old,flame1
2017-07-06,12:00:57,313.18,50cm,old,flame1
2017-07-06,12:00:58,378.27,50cm,old,flame1
2017-07-06,12:00:59,434.73,50cm,old,flame1
2017-07-06,12:01:00,341.12,50cm,old,flame1
2017-07-06,12:01:01,252.3,50cm,old,flame1
2017-07-06,12:01:02,216.4,50cm,old,flame1
2017-07-06,12:01:03,258.62,50cm,old,flame1
2017-07-06,12:01:04,220.12,50cm,old,flame1
2017-07-06,12:01:05,209.31,50cm,old,flame1
2017-07-06,12:01:06,212.69,50cm,old,flame1
2017-07-06,12:01:07,259.29,50cm,old,flame1
2017-07-06,12:01:08,237.27,50cm,old,flame1
2017-07-06,12:01:09,205.24,50cm,old,flame1
2017-07-06,12:01:10,208.29,50cm,old,flame1
2017-07-06,12:01:11,209.98,50cm,old,flame1
2017-07-06,12:01:12,234.92,50cm,old,flame1
2017-07-06,12:01:13,200.5,50cm,old,flame1
2017-07-06,12:01:14,180.83,50cm,old,flame1
2017-07-06,12:01:15,164.56,50cm,old,flame1
2017-07-06,12:01:16,153.08,50cm,old,flame1
2017-07-06,12:01:17,152.74,50cm,old,flame1
2017-07-06,12:01:18,141.64,50cm,old,flame1
2017-07-06,12:01:19,132.27,50cm,old,flame1
2017-07-06,12:01:20,129.93,50cm,old,flame1
2017-07-06,12:01:21,131.27,50cm,old,flame1
2017-07-06,12:01:22,155.1,50cm,old,flame1
2017-07-06,12:01:23,142.65,50cm,old,flame1
2017-07-06,12:01:24,128.27,50cm,old,flame1
2017-07-06,12:01:25,126.27,50cm,old,flame1
2017-07-06,12:01:26,123.94,50cm,old,flame1
2017-07-06,12:01:27,115.33,50cm,old,flame1
2017-07-06,12:01:28,115.66,50cm,old,flame1
2017-07-06,12:01:29,108.07,50cm,old,flame1
2017-07-06,12:01:30,94.61,50cm,old,flame1
2017-07-06,12:01:31,88.41,50cm,old,flame1
2017-07-06,12:01:32,91.34,50cm,old,flame1
2017-07-06,12:01:33,88.41,50cm,old,flame1
2017-07-06,12:01:34,88.73,50cm,old,flame1
2017-07-06,12:01:35,84.82,50cm,old,flame1
2017-07-06,12:01:36,89.39,50cm,old,flame1
2017-07-06,12:01:37,91.67,50cm,old,flame1
2017-07-06,12:01:38,85.8,50cm,old,flame1
2017-07-06,12:01:39,82.86,50cm,old,flame1
2017-07-06,12:01:40,76.34,50cm,old,flame1
2017-07-06,12:01:41,74.06,50cm,old,flame1
2017-07-06,12:01:42,76.02,50cm,old,flame1
2017-07-06,12:01:43,79.28,50cm,old,flame1
2017-07-06,12:01:44,71.46,50cm,old,flame1
2017-07-06,12:01:45,68.2,50cm,old,flame1
2017-07-06,12:01:46,65.92,50cm,old,flame1
2017-07-06,12:01:47,69.5,50cm,old,flame1
2017-07-06,12:01:48,72.11,50cm,old,flame1
2017-07-06,12:01:49,67.22,50cm,old,flame1
2017-07-06,12:01:50,61.67,50cm,old,flame1
2017-07-06,12:01:51,59.71,50cm,old,flame1
2017-07-06,12:01:52,62.65,50cm,old,flame1
2017-07-06,12:01:53,61.02,50cm,old,flame1
2017-07-06,12:01:54,55.13,50cm,old,flame1
2017-07-06,12:01:55,57.1,50cm,old,flame1
2017-07-06,12:01:56,50.87,50cm,old,flame1
2017-07-06,12:01:57,51.2,50cm,old,flame1
2017-07-06,12:01:58,53.17,50cm,old,flame1
2017-07-06,12:01:59,54.48,50cm,old,flame1
2017-07-06,12:02:00,54.48,50cm,old,flame1
2017-07-06,12:02:01,54.81,50cm,old,flame1
2017-07-06,12:02:02,51.2,50cm,old,flame1
2017-07-06,12:02:03,49.56,50cm,old,flame1
2017-07-06,12:02:04,46.92,50cm,old,flame1
2017-07-06,12:02:05,46.92,50cm,old,flame1
2017-07-06,12:02:06,46.26,50cm,old,flame1
2017-07-06,12:02:07,46.26,50cm,old,flame1
2017-07-06,12:02:08,47.25,50cm,old,flame1
2017-07-06,12:02:09,47.91,50cm,old,flame1
2017-07-06,12:02:10,47.58,50cm,old,flame1
2017-07-06,12:02:11,47.25,50cm,old,flame1
2017-07-06,12:02:12,48.9,50cm,old,flame1
2017-07-06,12:02:13,49.56,50cm,old,flame1
2017-07-06,12:02:14,50.21,50cm,old,flame1
2017-07-06,12:02:15,50.21,50cm,old,flame1
2017-07-06,12:02:16,51.53,50cm,old,flame1
2017-07-06,12:02:17,48.24,50cm,old,flame1
2017-07-06,12:02:18,45.94,50cm,old,flame1
2017-07-06,12:02:19,48.9,50cm,old,flame1
2017-07-06,12:02:20,46.26,50cm,old,flame1
2017-07-06,11:53:20,40.65,0cm,old,flame3
2017-07-06,11:53:21,40.98,0cm,old,flame3
2017-07-06,11:53:22,40.98,0cm,old,flame3
2017-07-06,11:53:23,41.31,0cm,old,flame3
2017-07-06,11:53:24,41.64,0cm,old,flame3
2017-07-06,11:53:25,41.64,0cm,old,flame3
2017-07-06,11:53:26,41.97,0cm,old,flame3
2017-07-06,11:53:27,41.97,0cm,old,flame3
2017-07-06,11:53:28,42.3,0cm,old,flame3
2017-07-06,11:53:29,42.64,0cm,old,flame3
2017-07-06,11:53:30,42.3,0cm,old,flame3
2017-07-06,11:53:31,42.64,0cm,old,flame3
2017-07-06,11:53:32,42.97,0cm,old,flame3
2017-07-06,11:53:33,43.3,0cm,old,flame3
2017-07-06,11:53:34,43.3,0cm,old,flame3
2017-07-06,11:53:35,43.63,0cm,old,flame3
2017-07-06,11:53:36,44.29,0cm,old,flame3
2017-07-06,11:53:37,43.96,0cm,old,flame3
2017-07-06,11:53:38,43.63,0cm,old,flame3
2017-07-06,11:53:39,43.63,0cm,old,flame3
2017-07-06,11:53:40,43.96,0cm,old,flame3
2017-07-06,11:53:41,46.92,0cm,old,flame3
2017-07-06,11:53:42,49.88,0cm,old,flame3
2017-07-06,11:53:43,50.21,0cm,old,flame3
2017-07-06,11:53:44,48.57,0cm,old,flame3
2017-07-06,11:53:45,49.88,0cm,old,flame3
2017-07-06,11:53:46,52.18,0cm,old,flame3
2017-07-06,11:53:47,55.46,0cm,old,flame3
2017-07-06,11:53:48,58.73,0cm,old,flame3
2017-07-06,11:53:49,61.67,0cm,old,flame3
2017-07-06,11:53:50,64.28,0cm,old,flame3
2017-07-06,11:53:51,65.92,0cm,old,flame3
2017-07-06,11:53:52,67.55,0cm,old,flame3
2017-07-06,11:53:53,70.15,0cm,old,flame3
2017-07-06,11:53:54,73.09,0cm,old,flame3
2017-07-06,11:53:55,75.37,0cm,old,flame3
2017-07-06,11:53:56,77.65,0cm,old,flame3
2017-07-06,11:53:57,79.93,0cm,old,flame3
2017-07-06,11:53:58,81.88,0cm,old,flame3
2017-07-06,11:53:59,85.8,0cm,old,flame3
2017-07-06,11:54:00,87.1,0cm,old,flame3
2017-07-06,11:54:01,89.39,0cm,old,flame3
2017-07-06,11:54:02,84.82,0cm,old,flame3
2017-07-06,11:54:03,83.51,0cm,old,flame3
2017-07-06,11:54:04,83.84,0cm,old,flame3
2017-07-06,11:54:05,83.51,0cm,old,flame3
2017-07-06,11:54:06,83.84,0cm,old,flame3
2017-07-06,11:54:07,84.16,0cm,old,flame3
2017-07-06,11:54:08,84.16,0cm,old,flame3
2017-07-06,11:54:09,84.16,0cm,old,flame3
2017-07-06,11:54:10,83.51,0cm,old,flame3
2017-07-06,11:54:11,83.19,0cm,old,flame3
2017-07-06,11:54:12,83.51,0cm,old,flame3
2017-07-06,11:54:13,84.16,0cm,old,flame3
2017-07-06,11:54:14,85.14,0cm,old,flame3
2017-07-06,11:54:15,86.12,0cm,old,flame3
2017-07-06,11:54:16,86.12,0cm,old,flame3
2017-07-06,11:54:17,86.45,0cm,old,flame3
2017-07-06,11:54:18,87.1,0cm,old,flame3
2017-07-06,11:54:19,87.75,0cm,old,flame3
2017-07-06,11:54:20,87.43,0cm,old,flame3
2017-07-06,11:54:21,86.12,0cm,old,flame3
2017-07-06,11:54:22,84.49,0cm,old,flame3
2017-07-06,11:54:23,84.16,0cm,old,flame3
2017-07-06,11:54:24,86.45,0cm,old,flame3
2017-07-06,11:54:25,91.02,0cm,old,flame3
2017-07-06,11:54:26,90.69,0cm,old,flame3
2017-07-06,11:54:27,94.94,0cm,old,flame3
2017-07-06,11:54:28,97.89,0cm,old,flame3
2017-07-06,11:54:29,101.82,0cm,old,flame3
2017-07-06,11:54:30,106.09,0cm,old,flame3
2017-07-06,11:54:31,109.38,0cm,old,flame3
2017-07-06,11:54:32,120.95,0cm,old,flame3
2017-07-06,11:54:33,170.66,0cm,old,flame3
2017-07-06,11:54:34,319.69,0cm,old,flame3
2017-07-06,11:54:35,530.93,0cm,old,flame3
2017-07-06,11:54:36,702.39,0cm,old,flame3
2017-07-06,11:54:37,703.37,0cm,old,flame3
2017-07-06,11:54:38,697.54,0cm,old,flame3
2017-07-06,11:54:39,793.62,0cm,old,flame3
2017-07-06,11:54:40,776.15,0cm,old,flame3
2017-07-06,11:54:41,699.8,0cm,old,flame3
2017-07-06,11:54:42,624.89,0cm,old,flame3
2017-07-06,11:54:43,587.88,0cm,old,flame3
2017-07-06,11:54:44,482.88,0cm,old,flame3
2017-07-06,11:54:45,418.1,0cm,old,flame3
2017-07-06,11:54:46,409.13,0cm,old,flame3
2017-07-06,11:54:47,334.63,0cm,old,flame3
2017-07-06,11:54:48,406.89,0cm,old,flame3
2017-07-06,11:54:49,348.89,0cm,old,flame3
2017-07-06,11:54:50,321.97,0cm,old,flame3
2017-07-06,11:54:51,311.23,0cm,old,flame3
2017-07-06,11:54:52,401.43,0cm,old,flame3
2017-07-06,11:54:53,320.67,0cm,old,flame3
2017-07-06,11:54:54,251.64,0cm,old,flame3
2017-07-06,11:54:55,207.28,0cm,old,flame3
2017-07-06,11:54:56,214.04,0cm,old,flame3
2017-07-06,11:54:57,197.79,0cm,old,flame3
2017-07-06,11:54:58,250.31,0cm,old,flame3
2017-07-06,11:54:59,267.91,0cm,old,flame3
2017-07-06,11:55:00,251.97,0cm,old,flame3
2017-07-06,11:55:01,227.53,0cm,old,flame3
2017-07-06,11:55:02,198.81,0cm,old,flame3
2017-07-06,11:55:03,185.58,0cm,old,flame3
2017-07-06,11:55:04,195.08,0cm,old,flame3
2017-07-06,11:55:05,197.79,0cm,old,flame3
2017-07-06,11:55:06,190.33,0cm,old,flame3
2017-07-06,11:55:07,179.13,0cm,old,flame3
2017-07-06,11:55:08,158.81,0cm,old,flame3
2017-07-06,11:55:09,214.72,0cm,old,flame3
2017-07-06,11:55:10,198.47,0cm,old,flame3
2017-07-06,11:55:11,207.28,0cm,old,flame3
2017-07-06,11:55:12,174.72,0cm,old,flame3
2017-07-06,11:55:13,154.76,0cm,old,flame3
2017-07-06,11:55:14,148.36,0cm,old,flame3
2017-07-06,11:55:15,122.61,0cm,old,flame3
2017-07-06,11:55:16,114.99,0cm,old,flame3
2017-07-06,11:55:17,110.7,0cm,old,flame3
2017-07-06,11:55:18,109.71,0cm,old,flame3
2017-07-06,11:55:19,106.42,0cm,old,flame3
2017-07-06,11:55:20,92,0cm,old,flame3
2017-07-06,11:55:21,92.33,0cm,old,flame3
2017-07-06,11:55:22,93.31,0cm,old,flame3
2017-07-06,11:55:23,95.6,0cm,old,flame3
2017-07-06,11:55:24,96.9,0cm,old,flame3
2017-07-06,11:55:25,105.76,0cm,old,flame3
2017-07-06,11:55:26,113.01,0cm,old,flame3
2017-07-06,11:55:27,112.68,0cm,old,flame3
2017-07-06,11:55:28,113.34,0cm,old,flame3
2017-07-06,11:55:29,101.17,0cm,old,flame3
2017-07-06,11:55:30,100.51,0cm,old,flame3
2017-07-06,11:55:31,100.51,0cm,old,flame3
2017-07-06,11:55:32,91.02,0cm,old,flame3
2017-07-06,11:55:33,84.16,0cm,old,flame3
2017-07-06,11:55:34,84.49,0cm,old,flame3
2017-07-06,11:55:35,84.49,0cm,old,flame3
2017-07-06,11:55:36,91.34,0cm,old,flame3
2017-07-06,11:55:37,90.04,0cm,old,flame3
2017-07-06,11:55:38,73.41,0cm,old,flame3
2017-07-06,11:55:39,74.06,0cm,old,flame3
2017-07-06,11:55:40,78.62,0cm,old,flame3
2017-07-06,11:55:41,76.34,0cm,old,flame3
2017-07-06,11:55:42,72.76,0cm,old,flame3
2017-07-06,11:55:43,72.11,0cm,old,flame3
2017-07-06,11:55:44,78.62,0cm,old,flame3
2017-07-06,11:55:45,84.16,0cm,old,flame3
2017-07-06,11:55:46,80.9,0cm,old,flame3
2017-07-06,11:55:47,79.28,0cm,old,flame3
2017-07-06,11:55:48,86.45,0cm,old,flame3
2017-07-06,11:55:49,78.62,0cm,old,flame3
2017-07-06,11:55:50,76.34,0cm,old,flame3
2017-07-06,11:55:51,69.5,0cm,old,flame3
2017-07-06,11:55:52,62.98,0cm,old,flame3
2017-07-06,11:55:53,64.28,0cm,old,flame3
2017-07-06,11:55:54,66.57,0cm,old,flame3
2017-07-06,11:55:55,69.5,0cm,old,flame3
2017-07-06,11:55:56,71.46,0cm,old,flame3
2017-07-06,11:55:57,72.43,0cm,old,flame3
2017-07-06,11:55:58,72.76,0cm,old,flame3
2017-07-06,11:55:59,67.87,0cm,old,flame3
2017-07-06,11:56:00,61.67,0cm,old,flame3
2017-07-06,11:56:01,63.31,0cm,old,flame3
2017-07-06,11:56:02,62.98,0cm,old,flame3
2017-07-06,11:56:03,63.63,0cm,old,flame3
2017-07-06,11:56:04,61.02,0cm,old,flame3
2017-07-06,11:56:05,60.04,0cm,old,flame3
2017-07-06,11:56:06,55.79,0cm,old,flame3
2017-07-06,11:56:07,58.41,0cm,old,flame3
2017-07-06,11:56:08,58.41,0cm,old,flame3
2017-07-06,11:56:09,59.71,0cm,old,flame3
2017-07-06,11:56:10,58.41,0cm,old,flame3
2017-07-06,11:56:11,58.41,0cm,old,flame3
2017-07-06,11:56:12,63.63,0cm,old,flame3
2017-07-06,11:56:13,60.69,0cm,old,flame3
2017-07-06,11:56:14,60.69,0cm,old,flame3
2017-07-06,11:56:15,60.04,0cm,old,flame3
2017-07-06,11:56:16,55.13,0cm,old,flame3
2017-07-06,11:56:17,54.48,0cm,old,flame3
2017-07-06,11:56:18,51.2,0cm,old,flame3
2017-07-06,11:56:19,51.53,0cm,old,flame3
2017-07-06,11:56:20,52.51,0cm,old,flame3
2017-07-06,11:56:21,51.85,0cm,old,flame3
2017-07-06,11:56:22,50.87,0cm,old,flame3
2017-07-06,11:56:23,55.79,0cm,old,flame3
2017-07-06,11:56:24,55.79,0cm,old,flame3
2017-07-06,11:56:25,56.12,0cm,old,flame3
2017-07-06,11:56:26,54.48,0cm,old,flame3
2017-07-06,11:56:27,54.48,0cm,old,flame3
2017-07-06,11:56:28,50.87,0cm,old,flame3
2017-07-06,11:56:29,47.91,0cm,old,flame3
2017-07-06,11:56:30,45.28,0cm,old,flame3
2017-07-06,11:53:20,71.46,25cm,old,flame3
2017-07-06,11:53:21,71.13,25cm,old,flame3
2017-07-06,11:53:22,74.39,25cm,old,flame3
2017-07-06,11:53:23,65.92,25cm,old,flame3
2017-07-06,11:53:24,75.69,25cm,old,flame3
2017-07-06,11:53:25,62,25cm,old,flame3
2017-07-06,11:53:26,69.5,25cm,old,flame3
2017-07-06,11:53:27,79.6,25cm,old,flame3
2017-07-06,11:53:28,66.89,25cm,old,flame3
2017-07-06,11:53:29,72.11,25cm,old,flame3
2017-07-06,11:53:30,71.46,25cm,old,flame3
2017-07-06,11:53:31,68.85,25cm,old,flame3
2017-07-06,11:53:32,59.39,25cm,old,flame3
2017-07-06,11:53:33,49.88,25cm,old,flame3
2017-07-06,11:53:34,44.62,25cm,old,flame3
2017-07-06,11:53:35,42.3,25cm,old,flame3
2017-07-06,11:53:36,40.32,25cm,old,flame3
2017-07-06,11:53:37,39.33,25cm,old,flame3
2017-07-06,11:53:38,39.33,25cm,old,flame3
2017-07-06,11:53:39,38.66,25cm,old,flame3
2017-07-06,11:53:40,47.25,25cm,old,flame3
2017-07-06,11:53:41,47.25,25cm,old,flame3
2017-07-06,11:53:42,53.82,25cm,old,flame3
