FORMATTED DATE-TIME,DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
7/5/17 18:54,552596086,0,24.2,24.2,56.1,23.9,14.9,18.1,1011.5,12,410,
7/5/17 18:54,552596088,0,24.2,24.2,56.1,23.9,14.9,18.1,1011.5,13,410,
7/5/17 18:54,552596090,0,24.2,24.2,56.1,23.9,14.9,18.1,1011.5,13,409,
7/5/17 18:54,552596092,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.5,13,409,
7/5/17 18:54,552596094,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.5,13,409,
7/5/17 18:54,552596096,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.5,13,408,
7/5/17 18:54,552596098,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.5,12,408,
7/5/17 18:55,552596100,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.6,12,407,
7/5/17 18:55,552596102,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.6,12,407,
7/5/17 18:55,552596104,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.6,12,407,
7/5/17 18:55,552596106,0,24.2,24.2,56.2,23.9,14.9,18.1,1011.5,12,407,
7/5/17 18:55,552596108,0,24.1,24.1,56.2,23.8,14.9,18.1,1011.5,12,406,
7/5/17 18:55,552596110,0,24.1,24.1,56.2,23.8,14.9,18.1,1011.6,12,404,
7/5/17 18:55,552596112,0,24.1,24.1,56.3,23.8,14.8,18.1,1011.5,13,405,
7/5/17 18:55,552596114,0,24.1,24.1,56.3,23.8,14.8,18.1,1011.5,13,405,
7/5/17 18:55,552596116,0,24.1,24.1,56.3,23.8,14.9,18.1,1011.5,13,405,
7/5/17 18:55,552596118,0,24.1,24.1,56.3,23.8,14.9,18.1,1011.5,12,404,
7/5/17 18:55,552596120,0,24.1,24.1,56.3,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596122,0,24.1,24.1,56.4,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596124,0,24.1,24.1,56.4,23.8,14.9,18.1,1011.6,12,404,
7/5/17 18:55,552596126,0,24.1,24.1,56.4,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596128,0,24.1,24.1,56.5,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596130,0,24.1,24.1,56.5,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596132,0,24.1,24.1,56.5,23.8,14.9,18.1,1011.6,12,405,
7/5/17 18:55,552596134,0,24.1,24.1,56.5,23.8,14.9,18.1,1011.5,13,406,
7/5/17 18:55,552596136,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.6,12,405,
7/5/17 18:55,552596138,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.6,12,405,
7/5/17 18:55,552596140,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.5,13,406,
7/5/17 18:55,552596142,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596144,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596146,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596148,0,24.1,24.1,56.6,23.8,14.9,18.1,1011.5,12,405,
7/5/17 18:55,552596150,0,24.1,24.1,56.6,23.8,15,18.2,1011.5,12,405,
7/5/17 18:55,552596152,0,24.1,24.1,56.7,23.9,15,18.2,1011.5,12,405,
7/5/17 18:55,552596154,0,24.1,24.1,56.7,23.9,14.9,18.1,1011.6,12,404,
7/5/17 18:55,552596156,0,24.1,24.1,56.7,23.9,14.9,18.1,1011.6,12,404,
7/5/17 18:55,552596158,0,24,24,56.7,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596160,0,24,24,56.7,23.8,14.9,18.1,1011.6,12,403,
7/5/17 18:56,552596162,0,24,24,56.7,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596164,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,404,
7/5/17 18:56,552596166,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,404,
7/5/17 18:56,552596168,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596170,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596172,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,403,
7/5/17 18:56,552596174,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596176,0,24,24,56.8,23.8,15,18.2,1011.5,13,403,
7/5/17 18:56,552596178,0,24,24,56.8,23.8,15,18.2,1011.5,12,404,
7/5/17 18:56,552596180,0,24,24,56.8,23.8,15,18.2,1011.5,13,403,
7/5/17 18:56,552596182,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,402,
7/5/17 18:56,552596184,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,402,
7/5/17 18:56,552596186,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,402,
7/5/17 18:56,552596188,0,24,24,56.8,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596190,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,402,
7/5/17 18:56,552596192,0,24,24,56.8,23.8,14.9,18.1,1011.6,12,402,
7/5/17 18:56,552596194,0,24,24,56.9,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596196,0,24,24,56.9,23.8,14.9,18.1,1011.5,12,403,
7/5/17 18:56,552596198,0,24,24,56.9,23.8,14.9,18.1,1011.6,12,401,
7/5/17 18:56,552596200,0,24,24,56.9,23.8,14.9,18.1,1011.5,13,401,
7/5/17 18:56,552596202,0,24,24,56.9,23.8,14.9,18.1,1011.5,12,401,
7/5/17 18:56,552596204,0,24,24,56.9,23.8,14.9,18.1,1011.5,12,402,
7/5/17 18:56,552596206,0,24,24,56.9,23.8,14.9,18.1,1011.5,12,402,
7/5/17 18:56,552596208,0,24,24,57,23.8,14.9,18.1,1011.5,12,402,
7/5/17 18:56,552596210,0,24,24,57,23.8,14.9,18.1,1011.5,12,402,
7/5/17 18:56,552596212,0,24,24,57,23.8,14.9,18.1,1011.6,12,400,
7/5/17 18:56,552596214,0,24,24,57,23.8,14.9,18.1,1011.6,12,400,
7/5/17 18:56,552596216,0,24,24,57,23.8,14.9,18.1,1011.5,12,401,
7/5/17 18:56,552596218,0,24,24,57,23.8,14.9,18.1,1011.5,12,400,
7/5/17 18:57,552596220,0,23.9,23.9,57.1,23.7,14.9,18,1011.6,12,399,
7/5/17 18:57,552596222,0,23.9,23.9,57.1,23.7,14.9,18,1011.6,12,398,
7/5/17 18:57,552596224,0,23.9,23.9,57.1,23.7,14.9,18,1011.6,12,399,
7/5/17 18:57,552596226,0,23.9,23.9,57.1,23.7,14.9,18,1011.6,12,399,
7/5/17 18:57,552596228,0,23.9,23.9,57.1,23.7,14.9,18,1011.6,12,399,
7/5/17 18:57,552596230,0,24,24,57.1,23.8,15,18.2,1011.6,12,400,
7/5/17 18:57,552596232,0,24,24,57.3,23.8,15,18.2,1011.5,13,401,
7/5/17 18:57,552596234,0,24,24,57.7,23.8,15.1,18.2,1011.8,10,400,
7/5/17 18:57,552596236,0,24,24,58.1,23.8,15.2,18.3,1011.8,10,400,
7/5/17 18:57,552596238,0,24,24,58.6,23.9,15.4,18.4,1011.8,10,401,
7/5/17 18:57,552596240,0,24,24,58.9,23.9,15.4,18.4,1011,16,408,
7/5/17 18:57,552596242,0,24,24,59.1,23.9,15.5,18.4,1011.4,13,404,
7/5/17 18:57,552596244,0,24,24,59.2,23.9,15.5,18.4,1011.7,11,401,
7/5/17 18:57,552596246,0,24,24,59.2,23.9,15.5,18.4,1011.8,10,400,
7/5/17 18:57,552596248,0,24,24,59.1,23.9,15.5,18.4,1012,9,398,
7/5/17 18:57,552596250,0,24,24,59,23.9,15.5,18.4,1011.3,14,405,
7/5/17 18:57,552596252,0,24,24,58.9,23.9,15.4,18.4,1011.6,12,402,
7/5/17 18:57,552596254,0,23.9,23.9,58.8,23.8,15.4,18.3,1011.3,14,404,
7/5/17 18:57,552596256,0,23.9,23.9,58.7,23.8,15.4,18.3,1011.4,13,403,
7/5/17 18:57,552596258,0,23.9,23.9,58.6,23.8,15.3,18.3,1011.7,11,400,
7/5/17 18:57,552596260,0,24,24,58.5,23.9,15.3,18.3,1011.7,11,401,
7/5/17 18:57,552596262,0,24,24,58.5,23.9,15.3,18.3,1011.4,13,403,
7/5/17 18:57,552596264,0,23.9,23.9,58.4,23.8,15.3,18.3,1011.4,13,402,
7/5/17 18:57,552596266,0,23.9,23.9,58.4,23.8,15.3,18.3,1011.3,15,404,
7/5/17 18:57,552596268,0,23.9,23.9,58.3,23.7,15.2,18.2,1011.4,13,402,
7/5/17 18:57,552596270,0,23.9,23.9,58.2,23.7,15.2,18.2,1011.5,13,400,
7/5/17 18:57,552596272,0,23.9,23.9,58.2,23.7,15.2,18.2,1011.6,12,400,
7/5/17 18:57,552596274,0,23.9,23.9,58.1,23.7,15.2,18.2,1011.6,12,400,
7/5/17 18:57,552596276,0,23.9,23.9,58,23.7,15.2,18.2,1011.6,12,399,
7/5/17 18:57,552596278,0,23.9,23.9,57.9,23.7,15.1,18.2,1011.6,12,398,
7/5/17 18:58,552596280,0,23.9,23.9,57.9,23.7,15.1,18.2,1011.6,12,398,
7/5/17 18:58,552596282,0,23.9,23.9,57.8,23.7,15.1,18.2,1011.6,12,398,
7/5/17 18:58,552596284,0,23.9,23.9,57.8,23.7,15.1,18.2,1011.6,12,398,
7/5/17 18:58,552596286,0,23.9,23.9,57.8,23.7,15.1,18.2,1011.7,11,397,
7/5/17 18:58,552596288,0,23.9,23.9,57.8,23.7,15.1,18.2,1011.6,12,398,
7/5/17 18:58,552596290,0,23.9,23.9,57.8,23.7,15.1,18.2,1011.8,10,397,
7/5/17 18:58,552596292,0,23.9,23.9,58,23.7,15.1,18.2,1011.6,12,399,
7/5/17 18:58,552596294,0,23.9,23.9,58.1,23.7,15.2,18.2,1011.2,15,403,
7/5/17 18:58,552596296,0,23.9,23.9,58.3,23.7,15.2,18.2,1011.3,15,403,
7/5/17 18:58,552596298,0,23.9,23.9,58.4,23.8,15.3,18.3,1011.6,12,399,
7/5/17 18:58,552596300,0,23.9,23.9,58.6,23.8,15.3,18.3,1011.7,11,399,
7/5/17 18:58,552596302,0,23.9,23.9,58.8,23.8,15.3,18.3,1011.9,9,397,
7/5/17 18:58,552596304,0,23.9,23.9,58.9,23.8,15.4,18.3,1011.9,9,397,
7/5/17 18:58,552596306,0,23.9,23.9,58.9,23.8,15.4,18.3,1011.7,11,399,
7/5/17 18:58,552596308,0,23.9,23.9,58.9,23.8,15.4,18.3,1011.7,11,398,
7/5/17 18:58,552596310,0,23.9,23.9,58.8,23.8,15.4,18.3,1011.4,13,401,
7/6/17 13:26,552662784,0.6,33,33,51.4,38.2,21.6,24.7,1012.7,3,730,
7/6/17 13:26,552662786,0.6,33,33,51.4,38.2,21.7,24.8,1012.8,2,732,
7/6/17 13:26,552662788,0.7,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,734,
7/6/17 13:26,552662790,0.7,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,733,
7/6/17 13:26,552662792,0.7,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,734,
7/6/17 13:26,552662794,0.7,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,733,
7/6/17 13:26,552662796,0.7,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,734,
7/6/17 13:26,552662798,0.8,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,733,
7/6/17 13:26,552662800,0.8,33.1,33.1,51.4,38.4,21.7,24.8,1012.8,2,734,
7/6/17 13:26,552662802,0.6,33.1,33.1,51.4,38.4,21.8,24.9,1012.8,2,735,
7/6/17 13:26,552662804,0.5,33.2,33.2,51.4,38.6,21.8,24.9,1012.8,2,736,
7/6/17 13:26,552662806,0.5,33.2,33.2,51.4,38.6,21.8,24.9,1012.8,2,738,
7/6/17 13:26,552662808,0.5,33.2,33.2,51.4,38.6,21.8,24.9,1012.8,2,738,
7/6/17 13:26,552662810,0.4,33.2,33.2,51.4,38.6,21.8,24.9,1012.8,2,737,
7/6/17 13:26,552662812,0.4,33.2,33.2,51.3,38.6,21.8,24.9,1012.8,2,739,
7/6/17 13:26,552662814,0.6,33.2,33.2,51.2,38.5,21.8,24.9,1012.8,2,739,
7/6/17 13:26,552662816,0.7,33.2,33.2,51.2,38.5,21.7,24.8,1012.8,2,738,
7/6/17 13:26,552662818,0.9,32.9,32.9,51.1,37.9,21.5,24.7,1012.8,2,726,
7/6/17 13:27,552662820,1.1,32.7,32.7,51,37.5,21.3,24.4,1012.8,2,719,
7/6/17 13:27,552662822,1,32.6,32.6,50.9,37.1,21.1,24.3,1012.8,1,712,
7/6/17 13:27,552662824,1,32.5,32.5,50.9,36.9,21,24.2,1012.8,2,708,
7/6/17 13:27,552662826,0.9,32.3,32.3,50.8,36.5,20.8,24,1012.8,2,703,
7/6/17 13:27,552662828,0.9,32.2,32.2,50.9,36.3,20.8,24,1012.8,2,700,
7/6/17 13:27,552662830,0.8,32.2,32.2,50.9,36.3,20.7,23.9,1012.8,2,697,
7/6/17 13:27,552662832,0.7,32.1,32.1,50.9,36,20.7,23.9,1012.8,2,696,
7/6/17 13:27,552662834,0.5,32.1,32.1,51,36.1,20.7,23.9,1012.8,2,696,
7/6/17 13:27,552662836,0.4,32.1,32.1,51.1,36.1,20.7,23.9,1012.8,2,695,
7/6/17 13:27,552662838,0.4,32.1,32.1,51.2,36.1,20.8,24,1012.8,2,696,
7/6/17 13:27,552662840,0.3,32.2,32.2,51.4,36.5,20.9,24.1,1012.8,2,699,
7/6/17 13:27,552662842,0,32.3,32.3,51.6,36.7,21,24.2,1012.7,2,705,
7/6/17 13:27,552662844,0,32.4,32.4,51.7,36.9,21.2,24.3,1012.8,2,708,
7/6/17 13:27,552662846,0,32.5,32.5,51.9,37.3,21.3,24.4,1012.8,2,712,
7/6/17 13:27,552662848,0,32.6,32.6,52,37.5,21.4,24.5,1012.8,2,714,
7/6/17 13:27,552662850,0,32.6,32.6,52.1,37.5,21.5,24.6,1012.8,2,716,
7/6/17 13:27,552662852,0,32.6,32.6,52.2,37.5,21.6,24.6,1012.8,2,717,
7/6/17 13:27,552662854,0,32.7,32.7,52.2,37.8,21.6,24.6,1012.8,2,719,
7/6/17 13:27,552662856,0,32.7,32.7,52.2,37.8,21.7,24.7,1012.8,2,721,
7/6/17 13:27,552662858,0,32.8,32.8,52.2,38,21.7,24.7,1012.8,2,723,
7/6/17 13:27,552662860,0,32.8,32.8,52.1,38,21.7,24.7,1012.8,2,724,
7/6/17 13:27,552662862,0,32.8,32.8,52.1,38,21.7,24.7,1012.8,2,723,
7/6/17 13:27,552662864,0,32.8,32.8,52,37.9,21.7,24.7,1012.8,2,723,
7/6/17 13:27,552662866,0,32.8,32.8,52,37.9,21.7,24.7,1012.8,2,724,
7/6/17 13:27,552662868,0,32.8,32.8,52,37.9,21.7,24.7,1012.8,2,725,
7/6/17 13:27,552662870,0,32.8,32.8,52,37.9,21.7,24.7,1012.8,2,725,
7/6/17 13:27,552662872,0,32.8,32.8,51.9,37.9,21.6,24.7,1012.8,2,724,
7/6/17 13:27,552662874,0,32.8,32.8,51.9,37.9,21.6,24.7,1012.7,2,724,
7/6/17 13:27,552662876,0,32.8,32.8,51.8,37.9,21.6,24.7,1012.8,2,723,
7/6/17 13:27,552662878,0,32.8,32.8,51.8,37.9,21.6,24.7,1012.8,2,723,
7/6/17 13:28,552662880,0,32.8,32.8,51.8,37.9,21.6,24.7,1012.8,2,725,
7/6/17 13:28,552662882,0,32.9,32.9,51.8,38.1,21.6,24.7,1012.8,2,726,
7/6/17 13:28,552662884,0,32.9,32.9,51.8,38.1,21.7,24.8,1012.8,2,728,
7/6/17 13:28,552662886,0,33,33,51.8,38.3,21.8,24.8,1012.8,2,732,
7/6/17 13:28,552662888,0,33.1,33.1,51.8,38.6,21.8,24.9,1012.8,2,734,
7/6/17 13:28,552662890,0,33.1,33.1,51.8,38.6,21.9,24.9,1012.8,2,737,
7/6/17 13:28,552662892,0,33.2,33.2,51.9,38.8,22,25,1012.8,2,739,
7/6/17 13:28,552662894,0,33.3,33.3,51.9,39,22,25,1012.8,2,743,
7/6/17 13:28,552662896,0,33.3,33.3,51.8,39,22.1,25.1,1012.8,2,745,
7/6/17 13:28,552662898,0.5,33.4,33.4,51.8,39.2,22.1,25.1,1012.8,2,748,
7/6/17 13:28,552662900,0.7,33.2,33.2,51.8,38.8,22,25,1012.8,2,740,
7/6/17 13:28,552662902,0.8,33.1,33.1,51.7,38.5,21.9,24.9,1012.8,2,736,
7/6/17 13:28,552662904,0.7,33.2,33.2,51.6,38.7,21.9,25,1012.8,2,738,
7/6/17 13:28,552662906,0.7,33.2,33.2,51.6,38.7,21.9,25,1012.8,2,738,
7/6/17 13:28,552662908,0.9,33,33,51.5,38.2,21.7,24.8,1012.8,2,732,
7/6/17 13:28,552662910,1,32.9,32.9,51.4,38,21.5,24.7,1012.8,2,725,
7/6/17 13:28,552662912,1,32.7,32.7,51.3,37.5,21.4,24.5,1012.8,2,719,
7/6/17 13:28,552662914,1.1,32.6,32.6,51.2,37.2,21.2,24.4,1012.8,2,714,
7/6/17 13:28,552662916,1.2,32.5,32.5,51.1,37,21.1,24.3,1012.8,2,710,
7/6/17 13:28,552662918,1.3,32.5,32.5,51.1,37,21,24.2,1012.8,2,708,
7/6/17 13:28,552662920,1.3,32.3,32.3,51.1,36.6,20.9,24.1,1012.8,2,703,
7/6/17 13:28,552662922,1.1,32.2,32.2,51,36.4,20.8,24,1012.8,2,698,
7/6/17 13:28,552662924,1.1,32.1,32.1,51.1,36.1,20.7,23.9,1012.8,2,694,
7/6/17 13:28,552662926,1,32,32,51.1,35.9,20.7,23.9,1012.8,2,691,
7/6/17 13:28,552662928,1,32,32,51.2,35.9,20.6,23.8,1012.8,2,689,
7/6/17 13:28,552662930,1,31.9,31.9,51.3,35.7,20.6,23.8,1012.8,2,687,
7/6/17 13:28,552662932,1.1,31.9,31.9,51.4,35.8,20.6,23.8,1012.8,2,687,
7/6/17 13:28,552662934,1.1,31.9,31.9,51.5,35.8,20.7,23.8,1012.8,2,686,
7/6/17 13:28,552662936,1.2,31.9,31.9,51.6,35.8,20.7,23.8,1012.8,2,689,
7/6/17 13:28,552662938,1.1,32,32,51.7,36,20.8,23.9,1012.8,2,690,
7/6/17 13:29,552662940,1.2,31.9,31.9,51.9,35.9,20.8,23.9,1012.8,1,689,
7/6/17 13:29,552662942,1.1,31.9,31.9,52,35.9,20.8,23.9,1012.8,1,689,
7/6/17 13:29,552662944,1,32,32,52.1,36.2,20.9,24,1012.8,1,690,
7/6/17 13:29,552662946,1,32,32,52.2,36.2,21,24.1,1012.8,1,694,
7/6/17 13:29,552662948,0.8,32.1,32.1,52.3,36.5,21.1,24.2,1012.8,2,695,
7/6/17 13:29,552662950,0.8,32.1,32.1,52.4,36.5,21.1,24.2,1012.8,2,696,
7/6/17 13:29,552662952,0.8,32.2,32.2,52.5,36.7,21.2,24.3,1012.8,2,700,
7/6/17 13:29,552662954,0.7,32.2,32.2,52.6,36.7,21.3,24.3,1012.8,2,703,
7/6/17 13:29,552662956,0.7,32.3,32.3,52.7,37,21.4,24.4,1012.8,1,706,
7/6/17 13:29,552662958,0.7,32.4,32.4,52.8,37.3,21.5,24.5,1012.8,2,709,
7/6/17 13:29,552662960,0.7,32.4,32.4,52.8,37.3,21.5,24.5,1012.8,2,710,
7/6/17 13:29,552662962,0.8,32.5,32.5,52.9,37.5,21.6,24.6,1012.8,2,713,
7/6/17 13:29,552662964,0.8,32.7,32.7,52.9,38,21.8,24.8,1012.8,2,722,
7/6/17 13:29,552662966,0.7,32.9,32.9,53,38.5,22.1,25,1012.8,2,729,
7/6/17 13:29,552662968,0.6,33,33,53.1,38.7,22.1,25,1012.8,2,732,
7/6/17 13:29,552662970,0.8,32.9,32.9,53.1,38.5,22,24.9,1012.8,2,728,
7/6/17 13:29,552662972,1,32.8,32.8,53,38.2,22,24.9,1012.8,2,726,
7/6/17 13:29,552662974,1,32.8,32.8,52.9,38.2,21.9,24.9,1012.8,2,725,
7/6/17 13:29,552662976,0.9,32.8,32.8,52.8,38.2,21.9,24.9,1012.8,2,726,
7/6/17 13:29,552662978,0.8,32.8,32.8,52.7,38.1,21.9,24.9,1012.8,2,727,
7/6/17 13:29,552662980,0.7,32.9,32.9,52.6,38.3,21.9,24.9,1012.8,2,728,
7/6/17 13:29,552662982,0.8,32.9,32.9,52.5,38.3,21.9,24.9,1012.8,2,729,
7/6/17 13:29,552662984,0.9,32.7,32.7,52.4,37.9,21.7,24.7,1012.8,2,720,
7/6/17 13:29,552662986,0.9,32.6,32.6,52.3,37.6,21.5,24.6,1012.8,2,715,
7/6/17 13:29,552662988,0.9,32.4,32.4,52.2,37.1,21.4,24.4,1012.8,2,710,
7/6/17 13:29,552662990,1,32.3,32.3,52.1,36.9,21.2,24.3,1012.8,2,705,
7/6/17 13:29,552662992,0.9,32.4,32.4,52,37,21.2,24.3,1012.8,2,706,
7/6/17 13:29,552662994,0.7,32.5,32.5,52,37.3,21.4,24.4,1012.8,2,712,
7/6/17 13:29,552662996,0.7,32.6,32.6,52,37.5,21.4,24.5,1012.8,2,715,
7/6/17 13:29,552662998,0.7,32.5,32.5,52,37.3,21.4,24.4,1012.8,2,713,
7/6/17 13:30,552663000,0.7,32.5,32.5,52.1,37.3,21.3,24.4,1012.8,2,710,
7/6/17 13:30,552663002,0.6,32.4,32.4,52,37,21.3,24.3,1012.8,2,709,
7/6/17 13:30,552663004,0.6,32.4,32.4,52.1,37.1,21.3,24.3,1012.8,2,708,
7/6/17 13:30,552663006,0.7,32.4,32.4,52.1,37.1,21.3,24.3,1012.8,2,709,
7/6/17 13:30,552663008,0.7,32.4,32.4,52.1,37.1,21.3,24.3,1012.8,2,710,
7/6/17 13:30,552663010,0.9,32.4,32.4,52,37,21.3,24.3,1012.8,2,709,
7/6/17 13:30,552663012,1.1,32.4,32.4,52,37,21.2,24.3,1012.8,2,707,
7/6/17 13:30,552663014,1.1,32.3,32.3,52,36.8,21.2,24.3,1012.8,2,703,
7/6/17 13:30,552663016,1.1,32.2,32.2,51.9,36.6,21.1,24.2,1012.8,2,700,
7/6/17 13:30,552663018,1.1,32.2,32.2,51.9,36.6,21,24.1,1012.8,2,699,
7/6/17 13:30,552663020,1,32.2,32.2,51.9,36.6,21,24.1,1012.8,2,699,
7/6/17 13:30,552663022,0.8,32.1,32.1,51.9,36.4,21,24.1,1012.8,2,698,
7/6/17 13:30,552663024,0.7,32.1,32.1,51.9,36.4,21,24.1,1012.8,2,697,
7/6/17 13:30,552663026,0.7,32.1,32.1,52,36.4,21,24.1,1012.8,2,696,
7/6/17 13:30,552663028,0.7,32.1,32.1,52,36.4,21,24.1,1012.8,2,698,
7/6/17 13:30,552663030,0.7,32.1,32.1,52.1,36.4,21.1,24.2,1012.8,2,698,
7/6/17 13:30,552663032,0.7,32.1,32.1,52.2,36.4,21.1,24.2,1012.8,2,696,
7/6/17 13:30,552663034,0.6,32.1,32.1,52.2,36.4,21.1,24.2,1012.8,2,698,
7/6/17 13:30,552663036,0.6,32.3,32.3,52.3,36.9,21.3,24.3,1012.8,2,703,
7/6/17 13:30,552663038,0.6,32.3,32.3,52.4,37,21.3,24.3,1012.8,2,706,
7/6/17 13:30,552663040,0.6,32.3,32.3,52.4,37,21.3,24.3,1012.8,2,704,
7/6/17 13:30,552663042,0.6,32.3,32.3,52.4,37,21.3,24.3,1012.8,2,704,
7/6/17 13:30,552663044,0.5,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,706,
7/6/17 13:30,552663046,0.5,32.4,32.4,52.5,37.2,21.4,24.4,1012.8,2,706,
7/6/17 13:30,552663048,0.5,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,705,
7/6/17 13:30,552663050,0.6,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,705,
7/6/17 13:30,552663052,0.6,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,705,
7/6/17 13:30,552663054,0.5,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,705,
7/6/17 13:30,552663056,0.6,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,706,
7/6/17 13:30,552663058,0.6,32.3,32.3,52.5,37,21.4,24.4,1012.8,2,705,
7/6/17 13:31,552663060,0.6,32.4,32.4,52.5,37.2,21.4,24.4,1012.8,2,707,
7/6/17 13:31,552663062,0.5,32.4,32.4,52.5,37.2,21.4,24.4,1012.8,2,708,
7/6/17 13:31,552663064,0.5,32.4,32.4,52.5,37.2,21.4,24.4,1012.8,2,709,
7/6/17 13:31,552663066,0.4,32.4,32.4,52.5,37.2,21.5,24.5,1012.8,2,709,
7/6/17 13:31,552663068,0.4,32.5,32.5,52.5,37.4,21.5,24.5,1012.8,2,710,
7/6/17 13:31,552663070,0.4,32.5,32.5,52.5,37.4,21.6,24.6,1012.8,2,713,
7/6/17 13:31,552663072,0.4,32.7,32.7,52.5,37.9,21.7,24.7,1012.8,2,721,
7/6/17 13:31,552663074,0.4,32.9,32.9,52.6,38.3,21.9,24.9,1012.8,2,728,
7/6/17 13:31,552663076,0.5,32.9,32.9,52.6,38.3,22,24.9,1012.8,2,730,
7/6/17 13:31,552663078,0.6,32.9,32.9,52.6,38.3,22,24.9,1012.8,2,731,
7/6/17 13:31,552663080,0.7,32.8,32.8,52.6,38.1,21.8,24.8,1012.8,2,726,
