Installation,plot_ID,date,sample_ID,life_stage,collection_method,tboid,tbo,Human,Wildlife,Domestic_Animals,Endosymbiont,Human_Endo,Human_Animal,Unknown
Blanding,a1,2017-06-10T00:00:00Z,BA1XWAN3,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,a1,2017-06-10T00:00:00Z,BA1XWAN3,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,a1,2017-06-10T00:00:00Z,BA1XWAN4,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,c1,2018-05-24T00:00:00Z,BC1DTAN1,nymph,trap,tbo1,Babesia sp.,NA,Yes,Yes,NA,NA,NA,NA
Blanding,c1,2018-05-24T00:00:00Z,BC1DTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,c,2017-06-07T00:00:00Z,BCXWAN1,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,c,2017-06-07T00:00:00Z,BCXWAN1,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,c,2017-06-07T00:00:00Z,BCXWAN1,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,c,2017-06-07T00:00:00Z,BCXWVA1,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1CTAA1,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1CTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1ETAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1ETAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1WTAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,d1,2017-06-10T00:00:00Z,BD1WTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,e1,2017-06-15T00:00:00Z,BE1ETAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,e1,2017-06-15T00:00:00Z,BE1ETAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,e1,2017-06-14T00:00:00Z,BE1XWAA1,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,e1,2017-06-14T00:00:00Z,BE1XWAA2,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,e1,2017-06-14T00:00:00Z,BE1XWAA3,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,e1,2017-06-14T00:00:00Z,BE1XWVA1,adult,Whalen,tbo7,Francisella endosymbiont,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA3,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA4,adult,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA5,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA5,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA6,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1CTAA6,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1ETAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1ETAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1ETAA2,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1ETAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA3,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA5,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1NTAA5,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1STAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1WTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1WTAA2,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1WTAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA1,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA2,adult,Whalen,tbo1,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA2,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA4,adult,Whalen,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA4,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA5,adult,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA5,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA6,adult,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAA6,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN1,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN1,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN3,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN3,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN3,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN4,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN4,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN5,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN5,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN6,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN7,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN7,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN8,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN9,nymph,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN9,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,f1,2017-06-23T00:00:00Z,BF1XWAN9,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1CTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1ETAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1ETAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1ETAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1ETAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1ETAA4,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAA1,adult,trap,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAN1,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1NTAN1,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2017-06-24T00:00:00Z,BG1NTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1STMA1,adult,trap,tbo1,Rickettsia parkeri,Yes,NA,Yes,NA,NA,Yes,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1STMA1,adult,trap,tbo7,Francisella-like endosymbiont,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA1,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA2,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA3,adult,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA3,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA4,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAA5,adult,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAN1,nymph,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,g1,2017-06-16T00:00:00Z,BG1XWAN1,nymph,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAA1,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAN1,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA1,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA2,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA3,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA3,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA5,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA6,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA6,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA7,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA8,adult,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAA8,adult,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN01,nymph,trap,tbo1,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN01,nymph,trap,tbo2,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN01,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN01,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN02,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN02,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN03,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN03,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN03,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN04,nymph,trap,tbo1,Theileria sp. Ree18,NA,Yes,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN04,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN05,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN05,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN06,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN06,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN07,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN08,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN09,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN10,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN11,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN11,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN11,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN12,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN13,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN14,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN15,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN15,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN16,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN16,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN17,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN17,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN18,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN18,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN19,nymph,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN19,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN20,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN20,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN21,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN21,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN22,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN23,nymph,trap,tbo1,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN23,nymph,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN23,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
Blanding,h1,2017-06-24T00:00:00Z,BH1CRAN24,nymph,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA
